id,color,size,tel,warning
62a7e154fc13ae37d40000c7,Aquamarine,3XL,476-326-4008,30
62a7e154fc13ae37d40000c8,Teal,L,204-723-2398,82
62a7e154fc13ae37d40000c9,Green,3XL,268-681-0968,24
62a7e154fc13ae37d40000ca,Fuscia,XS,635-543-1657,84
62a7e154fc13ae37d40000cb,Green,3XL,955-293-9208,97
62a7e154fc13ae37d40000cc,Puce,3XL,198-116-2307,87
62a7e154fc13ae37d40000cd,Pink,M,910-220-1180,43
62a7e154fc13ae37d40000ce,Green,L,837-379-0752,19
62a7e154fc13ae37d40000cf,Teal,M,951-730-9135,12
62a7e154fc13ae37d40000d0,Turquoise,XS,914-996-8685,78
62a7e154fc13ae37d40000d1,Turquoise,3XL,111-213-5688,39
62a7e154fc13ae37d40000d2,Blue,3XL,690-297-2665,2
62a7e154fc13ae37d40000d3,Turquoise,2XL,876-340-7064,65
62a7e154fc13ae37d40000d4,Maroon,S,805-708-3432,19
62a7e154fc13ae37d40000d5,Puce,XS,842-107-8240,89
62a7e154fc13ae37d40000d6,Khaki,XL,968-118-6322,60
62a7e154fc13ae37d40000d7,Crimson,XS,899-435-6694,8
62a7e154fc13ae37d40000d8,Pink,XS,137-432-6764,23
62a7e154fc13ae37d40000d9,Red,XS,675-652-8419,54
62a7e154fc13ae37d40000da,Green,3XL,517-189-0920,84
62a7e154fc13ae37d40000db,Mauv,3XL,518-835-1835,28
62a7e154fc13ae37d40000dc,Puce,XL,767-542-6854,20
62a7e154fc13ae37d40000dd,Orange,XL,433-362-7453,20
62a7e154fc13ae37d40000de,Fuscia,2XL,424-412-4483,59
62a7e154fc13ae37d40000df,Orange,M,951-727-0053,49
62a7e154fc13ae37d40000e0,Orange,S,783-549-4781,81
62a7e154fc13ae37d40000e1,Purple,L,540-263-9472,59
62a7e154fc13ae37d40000e2,Yellow,L,424-301-4481,11
62a7e154fc13ae37d40000e3,Crimson,XL,560-325-5809,35
62a7e154fc13ae37d40000e4,Teal,2XL,218-952-3046,90
62a7e154fc13ae37d40000e5,Green,XS,668-685-0453,94
62a7e154fc13ae37d40000e6,Indigo,3XL,552-501-7408,37
62a7e154fc13ae37d40000e7,Fuscia,L,741-188-3095,78
62a7e154fc13ae37d40000e8,Violet,XL,397-525-2541,7
62a7e154fc13ae37d40000e9,Puce,S,695-809-6110,5
62a7e154fc13ae37d40000ea,Aquamarine,S,712-443-4446,50
62a7e154fc13ae37d40000eb,Turquoise,3XL,939-307-7921,40
62a7e154fc13ae37d40000ec,Khaki,3XL,794-630-8854,66
62a7e154fc13ae37d40000ed,Mauv,S,735-862-9364,69
62a7e154fc13ae37d40000ee,Red,XL,740-851-8572,11
62a7e154fc13ae37d40000ef,Mauv,XL,794-642-7428,22
62a7e154fc13ae37d40000f0,Crimson,M,234-657-8582,64
62a7e154fc13ae37d40000f1,Red,2XL,761-342-8607,4
62a7e154fc13ae37d40000f2,Khaki,XS,275-573-3587,54
62a7e154fc13ae37d40000f3,Green,XL,598-523-0176,10
62a7e154fc13ae37d40000f4,Indigo,L,514-169-1204,82
62a7e154fc13ae37d40000f5,Khaki,XS,709-539-7890,34
62a7e154fc13ae37d40000f6,Pink,XL,514-792-6776,82
62a7e154fc13ae37d40000f7,Mauv,XL,493-436-4297,82
62a7e154fc13ae37d40000f8,Green,L,103-996-8486,65
62a7e154fc13ae37d40000f9,Violet,XS,243-845-9966,30
62a7e154fc13ae37d40000fa,Yellow,L,447-631-2867,86
62a7e154fc13ae37d40000fb,Fuscia,L,382-734-8505,56
62a7e154fc13ae37d40000fc,Khaki,XL,664-334-9485,79
62a7e154fc13ae37d40000fd,Violet,XS,717-386-5624,63
62a7e154fc13ae37d40000fe,Violet,M,968-329-7513,100
62a7e154fc13ae37d40000ff,Mauv,M,600-304-5433,58
62a7e154fc13ae37d4000100,Purple,XL,185-690-2649,78
62a7e154fc13ae37d4000101,Puce,XL,380-309-0769,61
62a7e154fc13ae37d4000102,Crimson,L,581-361-6278,68
62a7e154fc13ae37d4000103,Aquamarine,XS,261-120-4744,82
62a7e154fc13ae37d4000104,Aquamarine,XL,491-597-7291,83
62a7e154fc13ae37d4000105,Blue,XL,577-692-3914,77
62a7e154fc13ae37d4000106,Goldenrod,M,696-890-7792,79
62a7e154fc13ae37d4000107,Green,L,834-329-2699,22
62a7e154fc13ae37d4000108,Teal,2XL,870-123-3705,91
62a7e154fc13ae37d4000109,Mauv,3XL,737-803-6192,88
62a7e154fc13ae37d400010a,Pink,M,226-307-6892,65
62a7e154fc13ae37d400010b,Pink,M,329-679-7120,37
62a7e154fc13ae37d400010c,Teal,S,925-275-3464,8
62a7e154fc13ae37d400010d,Goldenrod,3XL,529-291-5065,5
62a7e154fc13ae37d400010e,Aquamarine,XS,596-454-8873,50
62a7e154fc13ae37d400010f,Green,XS,966-130-3166,11
62a7e154fc13ae37d4000110,Fuscia,2XL,670-982-1492,24
62a7e154fc13ae37d4000111,Teal,XL,343-662-9739,96
62a7e154fc13ae37d4000112,Red,L,415-665-7666,63
62a7e154fc13ae37d4000113,Orange,2XL,368-775-5705,60
62a7e154fc13ae37d4000114,Goldenrod,XL,425-582-6178,22
62a7e154fc13ae37d4000115,Mauv,XL,190-102-6294,27
62a7e154fc13ae37d4000116,Violet,M,502-643-3839,33
62a7e154fc13ae37d4000117,Violet,2XL,953-240-9265,4
62a7e154fc13ae37d4000118,Goldenrod,3XL,841-869-0374,73
62a7e154fc13ae37d4000119,Fuscia,XS,368-834-9025,41
62a7e154fc13ae37d400011a,Blue,M,171-299-2222,12
62a7e154fc13ae37d400011b,Goldenrod,3XL,198-402-2125,54
62a7e154fc13ae37d400011c,Mauv,S,865-787-9690,5
62a7e154fc13ae37d400011d,Indigo,L,643-321-4241,72
62a7e154fc13ae37d400011e,Crimson,2XL,523-710-1610,45
62a7e154fc13ae37d400011f,Mauv,3XL,603-679-3443,36
62a7e154fc13ae37d4000120,Yellow,3XL,960-117-6867,40
62a7e154fc13ae37d4000121,Khaki,S,265-988-7608,15
62a7e154fc13ae37d4000122,Green,XL,635-631-0507,31
62a7e154fc13ae37d4000123,Turquoise,S,215-777-9112,59
62a7e154fc13ae37d4000124,Aquamarine,2XL,166-471-1705,79
62a7e154fc13ae37d4000125,Violet,2XL,523-711-4690,63
62a7e154fc13ae37d4000126,Indigo,L,169-850-4605,89
62a7e154fc13ae37d4000127,Aquamarine,S,128-532-5076,33
62a7e154fc13ae37d4000128,Goldenrod,XL,414-877-7798,8
62a7e154fc13ae37d4000129,Teal,S,956-925-2233,3
62a7e154fc13ae37d400012a,Indigo,M,245-279-6880,4
62a7e154fc13ae37d400012b,Blue,M,447-694-0093,55
62a7e154fc13ae37d400012c,Indigo,3XL,829-324-0586,94
62a7e154fc13ae37d400012d,Turquoise,XS,374-449-5039,47
62a7e154fc13ae37d400012e,Purple,M,877-119-7673,1
62a7e154fc13ae37d400012f,Khaki,M,249-501-5993,33
62a7e154fc13ae37d4000130,Red,3XL,699-653-4572,51
62a7e154fc13ae37d4000131,Blue,3XL,716-300-8638,79
62a7e154fc13ae37d4000132,Goldenrod,XL,575-533-1132,43
62a7e154fc13ae37d4000133,Aquamarine,XS,637-506-9141,75
62a7e154fc13ae37d4000134,Red,M,854-413-4601,83
62a7e154fc13ae37d4000135,Teal,S,603-935-0385,54
62a7e154fc13ae37d4000136,Red,XL,932-100-0315,38
62a7e154fc13ae37d4000137,Red,XL,721-353-9743,94
62a7e154fc13ae37d4000138,Red,M,949-610-6044,67
62a7e154fc13ae37d4000139,Goldenrod,S,528-714-0825,97
62a7e154fc13ae37d400013a,Turquoise,S,197-743-2429,67
62a7e154fc13ae37d400013b,Mauv,2XL,935-512-6369,68
62a7e154fc13ae37d400013c,Teal,XL,839-742-4055,60
62a7e154fc13ae37d400013d,Maroon,L,715-183-5302,22
62a7e154fc13ae37d400013e,Teal,3XL,690-104-6859,51
62a7e154fc13ae37d400013f,Aquamarine,XS,801-293-5592,33
62a7e154fc13ae37d4000140,Violet,M,531-533-7069,56
62a7e154fc13ae37d4000141,Goldenrod,3XL,173-581-8075,99
62a7e154fc13ae37d4000142,Green,M,448-734-3051,39
62a7e154fc13ae37d4000143,Goldenrod,M,494-347-7548,26
62a7e154fc13ae37d4000144,Blue,L,350-863-2595,80
62a7e154fc13ae37d4000145,Fuscia,L,723-508-4595,47
62a7e154fc13ae37d4000146,Violet,S,816-551-1014,58
62a7e154fc13ae37d4000147,Puce,2XL,410-310-2838,75
62a7e154fc13ae37d4000148,Mauv,2XL,404-261-7724,2
62a7e154fc13ae37d4000149,Turquoise,XS,283-910-4636,79
62a7e154fc13ae37d400014a,Indigo,XL,154-212-7746,36
62a7e154fc13ae37d400014b,Fuscia,M,922-286-5896,13
62a7e154fc13ae37d400014c,Mauv,3XL,431-668-6411,28
62a7e154fc13ae37d400014d,Fuscia,XS,795-567-2123,26
62a7e154fc13ae37d400014e,Yellow,M,249-290-7794,97
62a7e154fc13ae37d400014f,Blue,M,102-818-7084,17
62a7e155fc13ae37d4000150,Fuscia,XL,829-200-7821,47
62a7e155fc13ae37d4000151,Crimson,L,155-267-9601,65
62a7e155fc13ae37d4000152,Red,2XL,383-839-5156,75
62a7e155fc13ae37d4000153,Purple,L,392-101-4559,7
62a7e155fc13ae37d4000154,Mauv,M,517-837-0673,13
62a7e155fc13ae37d4000155,Blue,3XL,330-651-2868,60
62a7e155fc13ae37d4000156,Maroon,2XL,806-946-1867,7
62a7e155fc13ae37d4000157,Orange,L,588-960-2117,70
62a7e155fc13ae37d4000158,Purple,M,214-553-6404,43
62a7e155fc13ae37d4000159,Green,XL,808-352-7260,86
62a7e155fc13ae37d400015a,Maroon,S,171-530-2279,14
62a7e155fc13ae37d400015b,Mauv,XL,723-447-5621,53
62a7e155fc13ae37d400015c,Blue,S,690-228-7516,46
62a7e155fc13ae37d400015d,Orange,XS,814-735-7284,24
62a7e155fc13ae37d400015e,Crimson,2XL,274-970-1271,63
62a7e155fc13ae37d400015f,Indigo,L,614-848-8286,71
62a7e155fc13ae37d4000160,Pink,2XL,545-781-2639,48
62a7e155fc13ae37d4000161,Puce,XS,820-116-9110,51
62a7e155fc13ae37d4000162,Goldenrod,XL,437-199-9111,63
62a7e155fc13ae37d4000163,Purple,2XL,550-738-3183,21
62a7e155fc13ae37d4000164,Khaki,XS,895-332-6537,3
62a7e155fc13ae37d4000165,Fuscia,M,881-498-3561,58
62a7e155fc13ae37d4000166,Maroon,S,413-233-4236,56
62a7e155fc13ae37d4000167,Green,XL,522-473-0395,78
62a7e155fc13ae37d4000168,Blue,XS,785-270-0640,28
62a7e155fc13ae37d4000169,Khaki,XL,304-379-8125,69
62a7e155fc13ae37d400016a,Aquamarine,M,534-787-9627,19
62a7e155fc13ae37d400016b,Maroon,M,548-256-7849,42
62a7e155fc13ae37d400016c,Violet,XS,232-962-0053,37
62a7e155fc13ae37d400016d,Goldenrod,S,806-363-5195,3
62a7e155fc13ae37d400016e,Teal,S,361-812-0091,20
62a7e155fc13ae37d400016f,Maroon,M,505-896-9960,50
62a7e155fc13ae37d4000170,Violet,XS,687-211-5961,99
62a7e155fc13ae37d4000171,Fuscia,XS,676-880-9909,99
62a7e155fc13ae37d4000172,Indigo,M,967-186-1583,43
62a7e155fc13ae37d4000173,Red,XS,217-754-0060,11
62a7e155fc13ae37d4000174,Khaki,L,927-400-7206,20
62a7e155fc13ae37d4000175,Maroon,M,657-642-0922,66
62a7e155fc13ae37d4000176,Khaki,3XL,458-459-4771,79
62a7e155fc13ae37d4000177,Crimson,XL,225-988-6767,26
62a7e155fc13ae37d4000178,Goldenrod,L,267-715-2346,71
62a7e155fc13ae37d4000179,Teal,L,370-604-9476,79
62a7e155fc13ae37d400017a,Puce,2XL,559-428-8373,23
62a7e155fc13ae37d400017b,Khaki,L,960-938-1521,43
62a7e155fc13ae37d400017c,Pink,S,136-658-4891,8
62a7e155fc13ae37d400017d,Khaki,M,647-770-9275,99
62a7e155fc13ae37d400017e,Yellow,XL,400-233-0415,56
62a7e155fc13ae37d400017f,Fuscia,L,537-710-8540,79
62a7e155fc13ae37d4000180,Orange,M,279-774-1466,52
62a7e155fc13ae37d4000181,Goldenrod,M,435-463-8716,21
62a7e155fc13ae37d4000182,Yellow,M,617-671-0836,24
62a7e155fc13ae37d4000183,Goldenrod,XS,750-779-0984,59
62a7e155fc13ae37d4000184,Turquoise,L,620-821-5670,56
62a7e155fc13ae37d4000185,Aquamarine,S,221-428-5183,17
62a7e155fc13ae37d4000186,Khaki,2XL,240-735-6439,98
62a7e155fc13ae37d4000187,Mauv,2XL,791-579-4923,79
62a7e155fc13ae37d4000188,Red,XS,144-443-6229,23
62a7e155fc13ae37d4000189,Fuscia,M,423-876-1442,74
62a7e155fc13ae37d400018a,Orange,3XL,669-554-8615,19
62a7e155fc13ae37d400018b,Turquoise,XL,801-761-2373,15
62a7e155fc13ae37d400018c,Khaki,XS,438-715-3214,62
62a7e155fc13ae37d400018d,Yellow,S,891-385-3576,83
62a7e155fc13ae37d400018e,Maroon,3XL,285-349-1990,51
62a7e155fc13ae37d400018f,Aquamarine,M,623-735-7326,18
62a7e155fc13ae37d4000190,Blue,XL,690-363-7089,11
62a7e155fc13ae37d4000191,Teal,2XL,235-612-4767,45
62a7e155fc13ae37d4000192,Teal,2XL,975-337-8669,64
62a7e155fc13ae37d4000193,Red,M,391-126-7009,37
62a7e155fc13ae37d4000194,Turquoise,3XL,610-541-8633,52
62a7e155fc13ae37d4000195,Mauv,S,392-142-8101,42
62a7e155fc13ae37d4000196,Orange,L,726-418-1722,46
62a7e155fc13ae37d4000197,Maroon,2XL,634-283-9387,43
62a7e155fc13ae37d4000198,Maroon,3XL,119-237-3306,63
62a7e155fc13ae37d4000199,Violet,XS,380-167-2863,67
62a7e155fc13ae37d400019a,Maroon,2XL,617-403-9369,95
62a7e155fc13ae37d400019b,Orange,2XL,460-854-5553,25
62a7e155fc13ae37d400019c,Khaki,2XL,371-584-5313,98
62a7e155fc13ae37d400019d,Fuscia,2XL,360-122-5957,82
62a7e155fc13ae37d400019e,Teal,S,743-209-4835,34
62a7e155fc13ae37d400019f,Teal,M,431-832-9103,93
62a7e155fc13ae37d40001a0,Turquoise,S,201-911-2132,12
62a7e155fc13ae37d40001a1,Fuscia,3XL,977-584-3172,87
62a7e155fc13ae37d40001a2,Indigo,L,680-764-1884,10
62a7e155fc13ae37d40001a3,Aquamarine,XL,769-904-2245,74
62a7e155fc13ae37d40001a4,Teal,L,210-441-4823,70
62a7e155fc13ae37d40001a5,Turquoise,2XL,524-245-9077,42
62a7e155fc13ae37d40001a6,Fuscia,XL,904-440-6311,99
62a7e155fc13ae37d40001a7,Pink,S,148-176-6555,48
62a7e155fc13ae37d40001a8,Khaki,S,547-496-9108,62
62a7e155fc13ae37d40001a9,Orange,M,165-437-8296,18
62a7e155fc13ae37d40001aa,Khaki,S,912-550-7518,20
62a7e155fc13ae37d40001ab,Yellow,S,234-185-9641,44
62a7e155fc13ae37d40001ac,Indigo,M,593-721-8269,68
62a7e155fc13ae37d40001ad,Pink,XS,971-598-2163,21
62a7e155fc13ae37d40001ae,Maroon,3XL,100-658-3425,32
62a7e155fc13ae37d40001af,Maroon,2XL,712-984-4431,62
62a7e155fc13ae37d40001b0,Puce,S,411-419-3109,48
62a7e155fc13ae37d40001b1,Indigo,S,947-827-3564,60
62a7e155fc13ae37d40001b2,Yellow,L,541-203-3798,3
62a7e155fc13ae37d40001b3,Yellow,M,115-353-3652,58
62a7e155fc13ae37d40001b4,Aquamarine,XS,361-874-5359,47
62a7e155fc13ae37d40001b5,Purple,XS,253-147-7193,85
62a7e155fc13ae37d40001b6,Blue,M,106-107-6419,72
62a7e155fc13ae37d40001b7,Pink,L,798-916-2952,3
62a7e155fc13ae37d40001b8,Orange,2XL,429-840-3958,80
62a7e155fc13ae37d40001b9,Indigo,S,827-696-2619,100
62a7e155fc13ae37d40001ba,Yellow,L,717-804-4312,98
62a7e155fc13ae37d40001bb,Aquamarine,3XL,191-835-3765,19
62a7e155fc13ae37d40001bc,Crimson,2XL,279-175-0441,75
62a7e155fc13ae37d40001bd,Green,3XL,389-857-3187,56
62a7e155fc13ae37d40001be,Indigo,M,142-359-0365,42
62a7e155fc13ae37d40001bf,Violet,S,531-760-4264,90
62a7e155fc13ae37d40001c0,Green,2XL,370-164-5693,41
62a7e155fc13ae37d40001c1,Fuscia,M,481-363-2213,13
62a7e155fc13ae37d40001c2,Orange,3XL,590-139-3138,85
62a7e155fc13ae37d40001c3,Purple,2XL,229-921-4299,21
62a7e155fc13ae37d40001c4,Fuscia,L,960-617-3687,10
62a7e155fc13ae37d40001c5,Maroon,XS,319-580-9447,30
62a7e155fc13ae37d40001c6,Aquamarine,2XL,642-920-0619,17
62a7e155fc13ae37d40001c7,Purple,XS,229-299-6559,22
62a7e155fc13ae37d40001c8,Purple,2XL,574-830-1869,22
62a7e155fc13ae37d40001c9,Puce,3XL,357-405-0358,74
62a7e155fc13ae37d40001ca,Red,L,950-187-0248,78
62a7e155fc13ae37d40001cb,Fuscia,3XL,885-790-2207,13
62a7e155fc13ae37d40001cc,Crimson,XS,114-970-6424,30
62a7e155fc13ae37d40001cd,Orange,2XL,376-260-1608,49
62a7e155fc13ae37d40001ce,Orange,S,845-125-0627,27
62a7e155fc13ae37d40001cf,Purple,3XL,450-859-1137,9
62a7e155fc13ae37d40001d0,Fuscia,M,194-322-7612,80
62a7e155fc13ae37d40001d1,Orange,S,341-748-4672,60
62a7e155fc13ae37d40001d2,Fuscia,L,874-354-2210,63
62a7e155fc13ae37d40001d3,Red,XS,232-330-0078,1
62a7e155fc13ae37d40001d4,Puce,XL,796-573-0535,93
62a7e155fc13ae37d40001d5,Crimson,XL,253-632-6271,6
62a7e155fc13ae37d40001d6,Aquamarine,L,977-782-4968,57
62a7e155fc13ae37d40001d7,Teal,3XL,309-705-2532,27
62a7e155fc13ae37d40001d8,Indigo,M,268-735-6917,93
62a7e155fc13ae37d40001d9,Khaki,S,359-987-9544,72
62a7e155fc13ae37d40001da,Crimson,S,909-744-9731,36
62a7e155fc13ae37d40001db,Khaki,2XL,577-749-9371,40
62a7e155fc13ae37d40001dc,Mauv,2XL,283-971-8776,54
62a7e155fc13ae37d40001dd,Maroon,L,352-681-0345,51
62a7e155fc13ae37d40001de,Fuscia,3XL,946-979-8126,43
62a7e155fc13ae37d40001df,Crimson,L,386-583-2921,57
62a7e155fc13ae37d40001e0,Green,S,752-516-6108,86
62a7e155fc13ae37d40001e1,Green,XS,255-710-6289,54
62a7e155fc13ae37d40001e2,Green,M,407-661-1360,4
62a7e155fc13ae37d40001e3,Yellow,XS,830-580-9283,79
62a7e155fc13ae37d40001e4,Purple,L,469-553-1283,39
62a7e155fc13ae37d40001e5,Orange,2XL,459-750-8560,24
62a7e155fc13ae37d40001e6,Indigo,3XL,293-548-5963,98
62a7e155fc13ae37d40001e7,Turquoise,XS,388-196-3211,76
62a7e155fc13ae37d40001e8,Puce,S,318-691-3122,61
62a7e155fc13ae37d40001e9,Violet,L,470-763-7960,1
62a7e155fc13ae37d40001ea,Pink,XL,886-685-9129,33
62a7e155fc13ae37d40001eb,Puce,3XL,855-228-8509,97
62a7e155fc13ae37d40001ec,Indigo,2XL,991-970-5604,65
62a7e155fc13ae37d40001ed,Maroon,XS,114-241-4053,7
62a7e155fc13ae37d40001ee,Violet,2XL,213-665-4521,49
62a7e155fc13ae37d40001ef,Maroon,XL,286-117-0862,48
62a7e155fc13ae37d40001f0,Maroon,M,194-387-5172,1
62a7e155fc13ae37d40001f1,Aquamarine,3XL,758-952-2376,1
62a7e155fc13ae37d40001f2,Blue,L,980-939-0841,53
62a7e155fc13ae37d40001f3,Puce,3XL,219-957-8258,40
62a7e155fc13ae37d40001f4,Maroon,XL,346-821-3497,49
62a7e155fc13ae37d40001f5,Khaki,XS,699-147-0233,98
62a7e155fc13ae37d40001f6,Teal,XS,653-759-9223,56
62a7e155fc13ae37d40001f7,Maroon,XS,832-331-1835,66
62a7e155fc13ae37d40001f8,Turquoise,S,292-635-2073,58
62a7e155fc13ae37d40001f9,Violet,2XL,307-612-8554,10
62a7e155fc13ae37d40001fa,Goldenrod,L,435-470-2695,79
62a7e155fc13ae37d40001fb,Puce,3XL,914-302-1836,58
62a7e155fc13ae37d40001fc,Blue,L,968-583-7485,51
62a7e155fc13ae37d40001fd,Maroon,3XL,588-610-9398,22
62a7e155fc13ae37d40001fe,Purple,3XL,316-236-2323,24
62a7e155fc13ae37d40001ff,Yellow,XL,910-231-3998,8
62a7e155fc13ae37d4000200,Khaki,XS,785-776-0230,99
62a7e155fc13ae37d4000201,Orange,XL,622-242-8435,66
62a7e155fc13ae37d4000202,Aquamarine,XS,304-651-9845,74
62a7e155fc13ae37d4000203,Turquoise,3XL,913-247-4161,66
62a7e155fc13ae37d4000204,Yellow,2XL,786-933-1523,81
62a7e155fc13ae37d4000205,Crimson,L,723-442-5251,100
62a7e155fc13ae37d4000206,Fuscia,M,576-325-6775,12
62a7e155fc13ae37d4000207,Yellow,2XL,776-454-3730,28
62a7e155fc13ae37d4000208,Teal,L,719-224-0939,31
62a7e155fc13ae37d4000209,Mauv,2XL,270-800-5741,38
62a7e155fc13ae37d400020a,Green,XS,618-962-8722,85
62a7e155fc13ae37d400020b,Pink,L,621-826-8555,97
62a7e155fc13ae37d400020c,Maroon,2XL,258-710-5080,51
62a7e155fc13ae37d400020d,Goldenrod,XL,855-629-2063,85
62a7e155fc13ae37d400020e,Khaki,S,423-734-6910,75
62a7e155fc13ae37d400020f,Aquamarine,2XL,985-512-4609,82
62a7e155fc13ae37d4000210,Khaki,M,538-764-9185,32
62a7e155fc13ae37d4000211,Turquoise,3XL,602-951-9414,88
62a7e155fc13ae37d4000212,Teal,XL,375-767-7167,60
